Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-05-19,"Paris, Texas",1984,https://boxd.it/9JH0Wx,5,,"<i>“The dust has come to stay. You must stay or pass on through or whatever.”</i>

Could have been about the characters themselves given how fun n odd they were, but I love that it was about their relationships instead. Travis and Hunter walking along parallel sidewalks mirroring train tracks—but this time they unite instead of remaining feet apart forever—really got me. The one-way glass room as confessional booth was genius; not only inverting the gender of the person being confessed to, but also having it occur in a peep show club (? idk what to call it) (opposite of the celibate clergyman) yet be wholly about non-sexual sin was great. That mirror shot of Travis’ face over Jane was insane.","80s, janus films, criterion collection, palme d'or winner, color grading perfection, bechdel fail, beautiful, good acting, good cinematography, good dialogue, incredible performance, needs a rewatch, hey that's the name of the movie",2025-05-18
2025-05-19,Orlando,1992,https://boxd.it/9JRidF,3.5,,"I am so bad at watching movies within their historical context. This came out in 1992! That’s crazy! I know it’s a Woolf adaptation (and I haven’t read <i>Orlando</i> in maybe 10 years, so I’m not going to even try to discuss whether or not it’s faithful to the book), but I do think it’s wild to have Tilda Swinton playing an ageless, genderfluid shawty in 1992. I think if this movie came out today people would say it wasn’t exploring anything particularly novel, but its nonjudgmental lens is great and I’m reticent to say I wish it would go farther. 

I think explorations of feminism that don’t rest heavily on exploring the feminine are cool, gotta make a list of movies that do that well

The angel at the end really got me

I totally get why this inspired a whole Met Gala theme","90s, female writer, female director, !american, notable fourth wall break, time travel, hey that's the name of the movie, idk how to rate this, good for her",2025-05-18
2025-05-22,Kiki's Delivery Service,1989,https://boxd.it/9Lx1OH,4,Yes,"Really cute movie, but honestly didn’t hold up as much as I’d hoped it would. Hit me like a truck when I first saw it when I was young, but doesn’t hold a candle to most of the Pixar Greats. Gonna have to rewatch those and a bunch of other Miyazaki to recalibrate myself","80s, '85 - '95, beautiful, !american, good score, theater, hey that's the name of the movie, malleus maleficarum",2025-05-21
2025-05-23,Funeral Parade of Roses,1969,https://boxd.it/9M199R,4,,"<i>“Mirror, mirror, on the wall, who is the fairest one of all?” - Funeral Parade of Roses, Bebe Zahara Benet</i>

I love new wave and I love arthouse and I love heavy-handed visual metaphors and I love really obfuscated visual metaphors and I love explorations of identity and I love gender dynamics and I love stories about the performance of gender and I loved this movie! So weird

Astounding this came out in the 60s, it felt soooooo contemporary","60s, b&w, !in english, !american, smoke a j first, good cinematography, needs a rewatch, idk how to rate this, good editing",2025-05-22
2025-05-25,House,1977,https://boxd.it/9Nqazl,4,Yes,What a joy to watch this on 35mm next to my favorite movie buddy. Got so much more out of it on the big screen. Really funny to hear who gasped and laughed along to different parts of it. I still think Kung Fu is one of the coolest characters in all of cinema history,"theater, 35mm, roxie, w/ jill, fabulous title card",2025-05-24
2025-05-27,Vertigo,1958,https://boxd.it/9OQanv,4.5,Yes,"I think this gets a mental 5 stars because it’s a technicolor movie filmed in San Francisco. Technical achievements out the wazoo. Edith Head supremacy. I hadn’t watched this in over a decade and had forgotten everything important!

One could overlook the lack of interesting women if it wasn’t so rapey, but alas","50s, technicolor, national film registry, bechdel fail, beautiful, good cinematography, good styling, good dialogue, w/ jill, theater, balboa theater, cops, color grading perfection, suspicious wig work, murder mystery, bay area mentioned, fabulous title card",2025-05-26
2025-05-31,Ted,2012,https://boxd.it/9RdR1V,3.5,,"The peak of 2012 humor but I mean that in a great way. Actually laughed out loud at parts

Crazy how much better  even ""shitty"" movies used to look

Mommie Dearest reference really got me","smoke a j first, 2010s, w/ sascha, massholes, woad",2025-05-29
2025-06-02,All That Jazz,1979,https://boxd.it/9SA09n,5,,"<i>How dare you use my phone—</i><b>my</b><i> telephone—to call a man who is not gay!</i>

Editing fucking rocked. Whole visual tone was incredible. Astoundingly awesome, nothing like what I expected, need to rewatch immediately. 

So curious in learning more about Bob Fosse’s personal changes that lead to him making this movie. 

Watching Katie and Michelle dance in Joe’s apartment almost made me cry","70s, palme d'or winner, beautiful, good cinematography, good styling, criterion collection, gay halloween, good score, national film registry, needs a rewatch, good editing, best costume design winner, best art direction winner, best original score winner, best editing winner, color grading perfection, nyc",2025-06-01
2025-06-06,Shutter Island,2010,https://boxd.it/9Uzgpn,4.5,,"- know I’m gonna raise this up to a 5 when I rewatch
- even knowing the premise I still had a blast
- didn’t realize they were supposed to be from Mass until they namedropped Boston
- very intrigued by the decision to spend so much time visually portraying Dachau………
- Leonardo di Caprio supremacy
- watched it with two men who had seen this before and neither of them spoiled this nor pointed out things I was supposed to be paying attention to!!!!!!!! Thank you for the beautiful movie experience, Sascha and Andy, bc this is a movie that you probably do not want to watch alongside someone who has seen it and also can’t keep their mouths shut. Aka don’t watch this with me, now","2010s, incredible performance, needs a rewatch, good soundtrack, good editing, dubious accents, good score, good cinematography, w/ sascha, female writer, massholes, dead wife montage, woad",2025-06-05
2025-06-10,Barbarella,1968,https://boxd.it/9XuvdD,3,,"<i>“But I haven’t skied in ages!”</i>

So crazy stupid so crazy fun","60s, cunt classic, !american, smoke a j first, beautiful, good styling, so much fun, gay halloween, camp, hey that's the name of the movie, idk how to rate this, space",2025-06-09
2025-06-14,Detention,2011,https://boxd.it/9ZPPnX,1.5,,"<i>“Your lack of faith in the durability of Ke$ha is disturbing.”</i>

This is a movie I watched",2010s,2025-06-13
2025-06-30,"The Good, the Bad and the Ugly",1966,https://boxd.it/aauqqp,4.5,,"<i>“When you have to shoot, shoot! Don’t talk!”</i>

Dropped Sascha off at the airport and was so bummed that I decided I needed a movie as orthogonal in tone to that as possible, and landed here. Didn’t really connect with it until the last hour but then got so into it that I want to immediately rewatch it

That final standoff… whew!!! Every actor spent this whole movie just acting by moving their eyes. Wild! Well directed indeed. Clint Eastwood was the clear standout to me but maybe that’s just because he’s sooooooooo handsome. Yoo hoo, Blondie!!!

Technicolor was awesome. 

The masculine urge to follow Clint Eastwood around by finding his most recent cigar and just suckin on it.","60s, !american, technicolor, bechdel fail, western, beautiful, good cinematography, good acting, good score, nineteenth century",2025-06-29
2025-07-02,M3GAN,2022,https://boxd.it/abx3wT,2.5,,Loved when Megan quoted Shrek,"2020s, hey that's the name of the movie, perspicacious and prescient, boots the house diva fierciosity, female writer",2025-07-01
2025-07-04,Burn After Reading,2008,https://boxd.it/acU6M1,3.5,,"<i>“I am a U.S. citizen and I will not take this kind of treatment!”</i>

I love the Coen bros and this rocked but agree that it isn’t one of their best. HOWEVER, every single line was delivered flawlessly. So hard to pick a single quote for the top of the review here.

John Malkovich showing up was enough, THEN Tilda Swinton THEN George Clooney THEN Frances McDormand THEN Brad Pitt THEN JK Simmons THEN Kevin Sussman?????

Frances McDormand supremacy","2000s, coen brothers, so much fun, good acting, good styling, good cinematography, good dialogue, bechdel fail, i love my dad",2025-07-03
2025-07-04,Ma,2019,https://boxd.it/ad44SV,1.5,,I keep dancing on ma own,"2010s, boots the house diva fierciosity, suspicious wig work, smoke a j first, good for her, hey that's the name of the movie, w/ emily",2025-07-03
2025-07-05,Do the Right Thing,1989,https://boxd.it/adr347,5,,"<i>“Free country? Man, I should fuck you up for saying that stupid shit alone!”</i>

It’s the Fourth of July and I wanted to watch a proper American movie about America, and good god did I make the perfect choice.

Perfect movie. Don’t think I’ve ever seen anything like it. I could probably write ten pages about this movie. I knew I’d love it from the <i>Lift Every Voice and Sing</i> intro / Mookie changing from the Jordan jersey to the Robinson jersey. Makes me sad that this was made in 1989; it would have been somewhat of a relief to hear it had been made in 2014 (or any year since), because it feels like more should have changed between then and now. Spike Lee, you’re a genius.

On my <a rel=""nofollow"">”Could be in my top 4” list</a>","80s, beautiful, good cinematography, good styling, good dialogue, criterion collection, national film registry, every frame a painting, color grading perfection, perspicacious and prescient, notable fourth wall break, one day, nyc",2025-07-04
2025-07-06,Mission: Impossible II,2000,https://boxd.it/aemDfJ,2,,"<i>“And I may not know why she thinks she’s here, but I’m willing to take the risk, because, Hugh, I *am* gagging for it.”</i>

This movie was really set up by the third scene featuring Thandiwe Newton’s gorgeous cans in the rightmost 20% of the screen. The action rocked—Ethan Hunt kicking the gun out of the sand, hellooooo—but the rest of it fell pretty flat. I wished the cool tech was featured in more of the movie, I wish the femme fatale was even one ounce more fatal, I wish the visuals didn’t feel so schlocky during the daytime scenes. 

<i><a href=""https://letterboxd.com/katswnt/list/mission-impossible-ranked/"" title=""Mission: Impossible - Ranked"">Mission: Impossible - Ranked</a></i>","2000s, spy movie, bechdel fail, mission: impossible",2025-07-05
2025-07-07,Shaun of the Dead,2004,https://boxd.it/afdtXx,5,Yes,"Watched as it should be: on the seatback screen of a flight to LA, skipped through so I would have time to reach the end before the flight landed.

This movie has my favorite diegetic use of music of all time. Never kill the Queen

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","2000s, '95 - '05, good cinematography, good acting, so much fun, good dialogue, smoke a j first, !american, nostalgic <3, i love my dad, zombies, directorial debut",2025-07-06
2025-07-18,M3GAN 2.0,2025,https://boxd.it/ant1Fz,1.5,,"<i>“And yes, she is dead, soooo that happened.”</i>

That was NOT San Francisco","2020s, bay area mentioned",2025-07-17
2025-07-25,The Godfather,1972,https://boxd.it/asyILl,4.5,,"<i>“Como se dice… what I want.”</i>

I appreciate that this is a 5 star movie but I don’t connect w it in the way that I want so it’s stuck at 4.5 for me for a minute. Ugh!

I think that this is a movie ripe for analysis in a high school English class and I mean that as a compliment. Vito and Anthony’s scene in the tomato vines, for example: Vito struggling to pass control to the next generation, micromanaging how they do things even when it doesn’t matter much, the literal (water) gun, his go-to being his pretending to be a monster, the boundary between Vito as a character and Vito as a person blurring even for family, tending to a garden you won’t live to see fruit, Anthony not knowing what is pretend and what is real, and Vito laying there in the silence alone. Like, yeah! I got it and I think it was executed beautifully and I totally understand why people loooove this movie. I could have written a lot of 5 page papers about this in high school. But does that make a movie great? Are symbolism and a prolific use of motifs enough to elevate a movie to GOAT status? No! But don’t worry, Coppola doesn’t rely on those. They’re part of an incredibly rich tapestry backed up by phenomenal acting and cinematography. The characters and world feel so big that I didn’t want to call this a “slice of life” movie, because those often feel like they miniaturize whatever slice they’ve taken. <i>The Godfather</i> is hefty and chewable and requires you pay attention for 3 full hours (not a bad thing!! Good, in fact). I just didn’t emotionally connect w it. So 🤷‍♀️

Loved all the death that happened through glass. Glasses, revolving doors, windshields.

70s Al Pacino can, like, <i>get it</i>","70s, national film registry, best screenplay winner, best picture winner, best actor winner, good cinematography, good acting, good styling, good dialogue, needs a rewatch, bechdel fail, watched in santa barbara, mafia movie, symbolism central, revenge, nyc",2025-07-23
2025-07-25,Donnie Darko,2001,https://boxd.it/at5P1P,4,,"<i>Gretchen: ""’Donnie Darko.’ What the hell kind of name is that? It's, like, you’re some sort of superhero or something.""
Donnie: ""What makes you think I'm not?""
</i>
- Casting department was doing things nobody else has ever done
- The shot when they jump out of the back of the bus
- Drew Barrymore also doing things nobody has ever done
- Thank god I didn’t watch this in high school
- Wow this really was just like that one episode of Riverdale
- Griffin recommended this ages ago, shoutout to him","2000s, directorial debut, good soundtrack, time travel, hey that's the name of the movie, watched in santa barbara",2025-07-24
2025-07-27,The Phoenician Scheme,2025,https://boxd.it/auJcvF,3.5,,"Very endeared to this as I am all Wes Anderson movies, but he has made some of my favorite movies of all time and this does not compare to those","2020s, watched in santa barbara, w/ briana, good cinematography, beautiful, good styling, good acting, good editing",2025-07-26
2025-07-28,Amadeus,1984,https://boxd.it/avIIlf,4,,Asks the question: what if the Da Vinki twins could compose?,"80s, national film registry, best costume design winner, best picture winner, best director winner, best art direction winner, best sound winner, best makeup/hair styling winner, watched in santa barbara, eighteenth century",2025-07-27
2025-07-29,The Godfather Part II,1974,https://boxd.it/awismj,4.5,,"<i>“I’m smart and I want respect!”</i>

What is it we earn and what is it we’re entitled to?

Oranges, Michael covering Kay, importing olive oil, young Pacino, Tahoe. I preferred this to <a href=""https://boxd.it/asyILl"" rel=""nofollow"">Part 1</a>, not sure why I don’t feel compelled to write as much tho","70s, national film registry, watched in santa barbara, best picture winner, best director winner, best supporting actor winner, best screenplay winner, best art direction winner, mafia movie, good cinematography, good acting, incredible performance, needs a rewatch, bechdel fail, symbolism central, nyc",2025-07-28
2025-07-29,Gladiator,2000,https://boxd.it/awCTc1,4,,Watched this purely to enhance my understanding of Lebron lore,"2000s, best picture winner, best actor winner, best costume design winner, best sound winner, watched in santa barbara, hey that's the name of the movie, bechdel fail, they matched each other's freak, revenge, dead wife montage",2025-07-28
2025-07-30,GoodFellas,1990,https://boxd.it/axk9tX,4.5,,"<i>The truth was that, no matter how bad I felt, I was still attracted to him.</i>","90s, best supporting actor winner, national film registry, hey that's the name of the movie, mafia movie, watched in santa barbara, nyc",2025-07-29
2025-08-03,Oppenheimer,2023,https://boxd.it/aAq1Pv,4.5,,Seen in 70 mm. Halfway through Garrett spilled his pretzel cheese all over himself and my jacket. Loved!,"2020s, best picture winner, best director winner, best actor winner, best supporting actor winner, best cinematography winner, best score winner, best editing winner, good cinematography, beautiful, good acting, incredible performance, w/ dad, w/ henry, w/ garrett, 70 mm, theater, alamo drafthouse",2023-08-13
2025-08-03,No Country for Old Men,2007,https://boxd.it/aAvw4v,4.5,,<i>“Where’d you get that pistol?” “At the gettin’ place.”</i>,"2000s, mooford loved this, national film registry, best picture winner, best director winner, best screenplay winner, best supporting actor winner, western, coen brothers, good acting, good dialogue, incredible performance, i love my dad, stressful!, criterion collection",2025-08-02
2025-08-04,The Apartment,1960,https://boxd.it/aBaY0D,4.5,,"I fell in love with her as soon as she said “watch the door, please! Blaaaasting off!”","60s, best picture winner, best director winner, best screenplay winner, best art direction winner, best editing winner, b&w, good acting, good cinematography, beautiful, good styling, so much fun, good dialogue, national film registry, hey that's the name of the movie, holiday movie, nyc",2025-08-03
2025-08-04,The Naked Gun,2025,https://boxd.it/aBppAL,3.5,,"<i>“No, Carrie writes.”</i>

Had my entire theater actually laughing out loud. Could not believe the density of jokes. Kath Day-Knight would have not understood why it was funny. Pamela Anderson, you’re a star","2020s, notable fourth wall break, cops, so much fun, smoke a j first, theater, w/ jill, w/ hannah",2025-08-03
2025-08-06,Charlie's Angels: Full Throttle,2003,https://boxd.it/aCYNVd,3,,<i>“I’m afraid i underestimated you guys.” “Yeah :D that happens a lot!”</i>,"2000s, female writer, so much fun, nostalgic <3, spy movie, gay halloween, gorgeous cars",2025-08-05
2025-08-10,Catch Me If You Can,2002,https://boxd.it/aG027L,4,,"<i>“An honest man has nothing to fear, so I'm trying my best not to be afraid.”</i>

I feel like this was shot exactly like <i>Hook</i>??? Leo, Walken, and Martin Sheen rocked. Pacing had some issues. Length had some issues. Script was perplexing.","2000s, w/ emily r, w/ jill, w/ briana, w/ hannah, w/ eleanor, w/ ananya, good score, bechdel fail, they matched each other's freak, joanne the scammer",2025-08-09
2025-08-11,Double Indemnity,1944,https://boxd.it/aGFtL1,3.5,,"Half star added for how well shot the whole thing is. The lighting was AWESOME!! Seeing four pin lights in Barbara Stanwyck’s eyes every time she looked up at Neff was astounding

I’ve watched plenty of Billy Wilder recently, and this really didn’t hold up. Barbara Stanwyck was amazing, but Fred MacMurray was booooooring in this. I felt none of the tension that the voice over claimed was there; there was no sense of weaseling out of tight corners or a particularly smart Keys narrowing in. Neff’s face while listening to Keys’s tape was <i>impassive</i>!!!

Maybe I’ve read too much Christie (I very certainly have read too much Christie), but the whole plot was the most boring version of one of her murders. This could be excusable if the movie revealed it to us in an interesting way, or if Keys eh al. discovered it with some real gumshoe work. But no… we just have a pretty movie with Barbara Stanwyck and Jean Heather.","40s, b&w, national film registry, bay area mentioned, joanne the scammer, criterion collection",2025-08-08
2025-08-11,The Silence of the Lambs,1991,https://boxd.it/aGS3uT,4.5,,"<i>“All good things to those who wait.”</i>

Very fun when a movie with such a strong plot is even stronger in every other aspect

Jodie Foster… the woman that you are… What an astounding performance. Her face during the autopsy scene made me pause for 30 secs just to appreciate what was happening. Anthony Hopkins obviously also rocked.

Loved the framing of faces, the use of eye contact, the way convos were filmed. The lighting was beautiful, highlighted (ha) by moments in darkness that still really stood out.","90s, national film registry, best picture winner, best director winner, best actress winner, best actor winner, best screenplay winner, criterion collection, notable fourth wall break, good cinematography, good acting, incredible performance, idk how to rate this, cops, stressful!",2025-08-10
2025-08-13,Mission: Impossible III,2006,https://boxd.it/aIlcMT,3,,This feels like it would be the perfect movie to watch with your boyfriend if you wanted to get laid that night,"2000s, spy movie, profile, mission: impossible, directorial debut",2025-08-12
2025-08-16,Mad Max: Fury Road,2015,https://boxd.it/aKrD2X,5,Yes,"<i>“What if you’re not back by the time the engines are cooled?” “Well, you keep moving.”</i>

Bought a subwoofer and needed to celebrate

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","2010s, good cinematography, good styling, so much fun, bass pro shop, best makeup/hair styling winner, best editing winner, best production design winner, best costume design winner, best sound winner",2025-08-15
2025-08-22,Nowhere,1997,https://boxd.it/aOPApX,4.5,,<i>I just love the milk chocolatey goodness</i>,"90s, smoke a j first, hey that's the name of the movie, feeling seen, criterion collection, so much fun, good styling, needs a rewatch, idk how to rate this, good editing, surrealism",2025-08-21
2025-08-27,The Lighthouse,2019,https://boxd.it/aSmzaF,4,,"<i>“To four weeks.”</i>

I think we all read D’Aulaires Book of Greek Myths as kids and are thus well equipped to see Proteus and Prometheus amongst the Thomases, and cheers to Eggers for such a dazzling retelling of their stories. A lighthouse as fire in the literally unenlightened wild ocean and enlightenment coming to Prometheus despite his forced isolation from said light… hell yeah!

Dude loves to explore masculinity (<a href=""https://boxd.it/9grUi1"" rel=""nofollow"">The Northman</a>) and sexuality as sin (<a href=""https://boxd.it/97cQ6f"" rel=""nofollow"">Nosferatu</a>) but I AGAIN left one of his movies frustrated that he seemed to add nothing to the conversations about either. His artistic vision is strong but… yeah.

Astounding work from Defoe and Pattinson","2010s, a24, b&w, watched in tahoe, nineteenth century, good cinematography, good acting, incredible performance, idk how to rate this, they matched each other's freak, massholes, bechdel fail",2025-08-26
2025-08-27,Clue,1985,https://boxd.it/aSu3s9,5,Yes,"5 stars for the judicious use of breasts, boobs, and jugs","80s, so much fun, good dialogue, smoke a j first, gay halloween, camp, halloween vibes, massholes, murder mystery, w/ emily r, watched in tahoe, one day",2025-08-26
2025-09-06,The Master,2012,https://boxd.it/aZ5GIj,4.5,,"The first half is a very clear master(ha)piece. I think the last third wasn’t quite as strong but I’m not sure why yet. Maybe it is simply the relative lack of PSH! He and Joaquin Phoenix really truly tore

Visually gorgeous. Every frame exquisit. More movies should be shot on 70mm

One of those movies where I think I will need to rewatch it at different stages of life to get all the facets of it

This review is bad, it’s midnight and I’m tired :/","2010s, bay area mentioned, suspicious wig work, good acting, good cinematography, beautiful, good dialogue, incredible performance, hey that's the name of the movie, needs a rewatch, bechdel fail, massholes, color grading perfection",2025-09-05
2025-09-11,Sexy Beast,2000,https://boxd.it/b2iXPJ,5,,<i>Oh yeah. Bloody hell. I’m sweating here. Roasting. Boiling. Baking. Sweltering. It’s like a sauna. Furnace. You could fry an egg on my stomach. Ohhh. Who wouldn’t lap this up? It’s ridiculous. Tremendous. Fantastic. Fan-dabby-dozy-tastic.</i>,"2000s, directorial debut, heist movie, !american, bass pro shop, good score, good cinematography, beautiful, visually gorgeous, so much fun, good acting, good dialogue, smoke a j first, needs a rewatch",2025-09-10
2025-09-13,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/b3owlN,2.5,,"You’re being fooled. Tom Cruise on the side of the Burj Khalifa is astounding, but it happens halfway through a movie that is mostly fairly bland

<i><a href=""https://letterboxd.com/katswnt/list/mission-impossible-ranked/"" title=""Mission: Impossible - Ranked"">Mission: Impossible - Ranked</a></i>","2010s, spy movie, w/ dad, w/ henry, bass pro shop, bay area mentioned, russian bad guys, bechdel fail, mission: impossible",2025-09-12
2025-09-14,There Will Be Blood,2007,https://boxd.it/b46YRb,4.5,,"<i>“I am a false prophet! God is a superstition!”</i>

Joining a list of movies that I appreciate as astounding feats of cinema (Godfather I & II being others) that I just don’t connect with in the way that warrants five stars. I want to rewatch this in a theater because I think that will clinch it.

Daniel Day Lewis and Paul Dano are phenomenal.","2000s, best actor winner, best cinematography winner, good cinematography, good acting, good dialogue, incredible performance, good score, bechdel fail, bay area mentioned, watched in tahoe",2025-09-13
2025-09-16,Beau Travail,1999,https://boxd.it/b5rgmz,5,,"Some movies you can’t help but watch like that one reaction image of Don Draper smoking in the movie theater. <i>Beau Travail</i> is hypnotizing. Everyone else has already thoroughly discussed its perspective on masculinity, but I want to call out how Claire Denis crafted this whole meditation without presenting judgement. Sometimes things are what they are; we can perceive them and we can understand them and we also don’t have to decide whether they’re good or bad or even interesting.

Denis Lavant fucking rocks","2000s, !american, !in english, female director, female writer, criterion collection, janus films, mooford loved this, good cinematography, beautiful, good score, bechdel fail, needs a rewatch, idk how to rate this, every frame a painting, color grading perfection, visually gorgeous",2025-09-15
2025-09-21,The Italian Job,1969,https://boxd.it/b8g95V,2.5,,"<i>“Make it work, Charlie!”</i>

First two thirds were meh but the final car chase was A M A Z I N G

No shade but I’m having a hard time understanding why Michael Caine got so much play

Colors and soundtrack were fun! Costuming was fun!","60s, !american, heist movie, beautiful, bechdel fail, mafia movie, w/ dad, gorgeous cars",2025-09-20
2025-09-24,Romy and Michele's High School Reunion,1997,https://boxd.it/ba6rWV,3,,"<i>Hey Romy, remember Mrs. Chivas's class? There was, like, always a word problem. Like, “there's a guy in a rowboat going x miles, and the current is going, like, you know, some other miles, and how long does it take him to get to town?” It's like, “who cares?” Who wants to go to town with a guy who drives a rowboat?</i>","90s, good soundtrack, good styling, so much fun, smoke a j first, gay halloween, camp, they matched each other's freak, cunt classic",2025-09-23
2025-09-27,Gone Girl,2014,https://boxd.it/bbL2v7,4.5,Yes,"<i>I’m that cunt</i>

Really needed a “good for her” movie tonight and decided to treat myself to a rewatch of the genre’s pinnacle<i></i>","love sucks movie fest 2025, w/ emily r, murder mystery, suspicious wig work, they matched each other's freak, incredible performance",2025-09-26
2025-09-28,Popstar: Never Stop Never Stopping,2016,https://boxd.it/bc7JEZ,4,Yes,"<i>Yo… just jacked it… feeling pretty mellow right now</i>

Bad day. Briana said “what if we got high and watched Popstar: Never Stop Never Stopping.” This made it hella better.

Strong strong mockumentary, plays to the strengths of the SNL-ers and expertly uses the Lonely Island boyz talents, knew every word to every song from this as a junior in high school, great use of a full on dick n balls, and features Bay Area legends. Perfect movie.

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","love sucks movie fest 2025, 2010s, mockumentary, so much fun, smoke a j first, bechdel fail, notable fourth wall break, w/ briana",2025-09-27
2025-09-28,Kick-Ass,2010,https://boxd.it/bchIrv,3.5,Yes,"<i>God, that is one gay fucking taser.</i>

Chloe Grace Moretz is so good in this that you start complaining whenever Aaron Taylor Johnson is on screen, which is insane given how hot Aaron Taylor Johnson is<i></i>","love sucks movie fest 2025, 2010s, w/ briana, superheroes, mafia movie, russian bad guys, nostalgic <3, bass pro shop, smoke a j first, hey that's the name of the movie, good for her, i love my dad",2025-09-27
2025-09-28,Jennifer's Body,2009,https://boxd.it/bcvfTD,4.5,Yes,"<i>Do you get all your murder weapons at Home Depot? God, you’re so butch!</i>

Good! for! her! 

Needed a good post-breakup movie to watch with the girls, and what better than a movie in which Megan Fox is <i>killing people!</i> I mean, not people—<i>killing boys</i>. Adam Brody is so slimy and nasty in this that you cannot help but root for the succubus; it’s very cool that the protagonist is also a villain, but one where you just have to sigh and go “honestly, I’d do the same.” 

Sometimes life gets you down and you have to rely on your female friendships to pick you back up. The scene where Needy goes to Jennifer’s house w the box cutter is how my friends react every time I say “I’m gonna text him 🥺.” I would also like to think that my friends are constantly in awe of my supernatural beauty, but of that I am less sure.

Really really extra appreciated Diablo Cody’s writing on this watch. Always so fun to watch this with people who haven’t seen it before :))<i></i>","love sucks movie fest 2025, halloween 2025, w/ emily r, w/ briana, notable fourth wall break, good styling, so much fun, good dialogue, smoke a j first, female writer, gay halloween, female director, good soundtrack, they matched each other's freak, halloween vibes, good for her, something wellesley this way comes, director's cut",2025-09-27
2025-09-30,Phantom Thread,2017,https://boxd.it/bdMkND,5,,"<i>There is an air of quiet death in this house. I do not like the way it smells.
</i>
Listen I think we’ve all been there!! Or am I just feeling really lonely<i></i>","love sucks movie fest 2025, 2010s, best costume design winner, beautiful, good cinematography, good acting, good styling, incredible performance, good score, they matched each other's freak, fabulous title card",2025-09-29
2025-10-03,Revenge,2017,https://boxd.it/bfs3aH,4,,"I think the apple’s rotten right to the core!!

I understand why people call this a rape revenge movie, but I think that’s too reductive. I say this not to diminish the impact of the rape, of course, but it is not the only crime. <i>Revenge</i> skillfully explored both direct sexual violence alongside larger patterns of gendered violence, and Jan’s revenge is both for Stan’s act and for the cruelty of his friends (brothers?). Instead of forcing us to focus on the rape, we understand it as a symptom or expression of that gendered violence. Obviously not a novel concept in itself, but I really love how it was expressed in this movie!<i></i>","love sucks movie fest 2025, 2010s, halloween 2025, female writer, female director, !american, !in english, directorial debut, neon, bass pro shop, bechdel fail, good score, symbolism central, good for her, stressful!, too gross, revenge",2025-10-02
2025-10-04,21 Jump Street,2012,https://boxd.it/bg4G29,3,Yes,“I would no-strap it if that were possible!”  changed lives in middle school<i></i>,"love sucks movie fest 2025, 2010s, w/ briana, watched in tahoe, smoke a j first, suspicious wig work, cops, nostalgic <3, bechdel fail",2025-10-03
2025-10-08,Welcome to the Dollhouse,1995,https://boxd.it/biOcBD,3,,Watched this while absolutely miserable and wow it made that way worse!!! Being a girl in seventh grade fucking sucks. I actually considered turning this movie off because of how shitty it was making my already disastrous mood. Really throws you back into a horrible time of your life. Good job. Need to rewatch when I’m not on the brink already,"love sucks movie fest 2025, 90s, good styling, hey that's the name of the movie, needs a rewatch",2025-10-07
2025-10-10,Black Bag,2025,https://boxd.it/bjTfwl,3.5,,"Trigger warnings for sexy men, Switzerland, and hot relationship (singular)

LOVE a spy movie, love the lighting design, love the subtle surveillance cam povs, love the costuming, love the world. Script was okay. Plot was a little thin but who caaaares when Regé-Jean Page is on screen amiright","love sucks movie fest 2025, 2020s, spy movie, russian bad guys, w/ briana, beautiful, good styling, good score, hey that's the name of the movie, good cinematography, suspicious wig work",2025-10-09
2025-10-11,Chicago,2002,https://boxd.it/bkv7pn,4.5,,"<i>“I fired two warning shots. Right into his head.”
</i>
So fierce it actually changed my life. Catherine Zeta Jones and Renee Zellwegger… holy shit. I gotta hit shoulders at the gym more often

Also may I say… the perfect post-breakup movie. Will distract you from being sad (this is a movie during which it is impossible to feel any emotion except “hell yeah”), will make you either grateful your ex rocks and doesn’t need murdering or will want to make you murder him, will inspire you to make a Saturday morning gym visit, will make you wonder if faking a pregnancy and fainting in a courtroom will solve all your problems. Also will make you wonder if you could pull off a bob like that.

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","love sucks movie fest 2025, 2000s, best picture winner, best supporting actress winner, best editing winner, best art direction winner, best costume design winner, musical, good cinematography, beautiful, so much fun, incredible performance, hey that's the name of the movie, cunt classic, good for her, bay area mentioned, showgirls!",2025-10-10
