Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-04-28,The Hunger,1983,https://boxd.it/9xQ8iF,3,,"80s, good cinematography, beautiful, smoke a j first, gay halloween, good score, they matched each other's freak, good editing, vampires, nyc",2025-04-27
2025-04-30,12 Angry Men,1957,https://boxd.it/9yJOhf,5,,"50s, criterion collection, b&w, directorial debut, good cinematography, good acting, good dialogue, incredible performance, national film registry, bechdel fail, one day, nyc",2025-04-29
2025-05-02,Moonstruck,1987,https://boxd.it/9zMyyz,3.5,,"80s, best actress winner, best supporting actress winner, best screenplay winner, criterion collection, beautiful, good styling, so much fun, nyc",2025-05-01
2025-05-03,Notorious,1946,https://boxd.it/9AnHrB,4,,"40s, good cinematography, good acting, national film registry, b&w, brasil, criterion collection, spy movie, bechdel fail",2025-05-02
2025-05-03,Birth,2004,https://boxd.it/9Aynf3,4,,"2000s, suspicious wig work, '95 - '05, criterion collection, good score, incredible performance, good cinematography, good acting, fabulous title card, nyc",2025-05-02
2025-05-04,North by Northwest,1959,https://boxd.it/9APmen,4,,"50s, good cinematography, beautiful, so much fun, good dialogue, criterion collection, national film registry, bechdel fail, bay area mentioned, technicolor, spy movie, fabulous title card, good styling",2025-05-03
2025-05-04,Mission: Impossible,1996,https://boxd.it/9B7Cpx,3.5,Yes,"90s, spy movie, so much fun, good score, bechdel fail, i love my dad, w/ dad, w/ henry, w/ lucy, mission: impossible",2025-05-03
2025-05-05,Psycho,1960,https://boxd.it/9BZYlP,4.5,,"60s, national film registry, b&w, good cinematography, beautiful, incredible performance, good score, good editing, every frame a painting, suspicious wig work",2025-05-04
2025-05-07,Charade,1963,https://boxd.it/9D4eNH,3,,"60s, national film registry, criterion collection, technicolor, fashion history, fabulous title card, good dialogue, spy movie, good styling, bechdel fail",2025-05-06
2025-05-09,Dial M for Murder,1954,https://boxd.it/9DVgKr,4,,"50s, incredible performance, good styling, beautiful, good score, murder mystery, bechdel fail",2025-05-08
2025-05-10,Roman Holiday,1953,https://boxd.it/9EjLRr,5,,"50s, b&w, so much fun, good dialogue, incredible performance, best costume design winner, best actress winner, good styling, beautiful, national film registry, good for her",2025-05-09
2025-05-10,Wild Things,1998,https://boxd.it/9Ep6dR,2.5,,"90s, suspicious wig work, smoke a j first, w/ emily",2025-05-09
2025-05-10,Rear Window,1954,https://boxd.it/9ExuWn,5,,"50s, technicolor, national film registry, good acting, good styling, needs a rewatch, good editing, murder mystery, nyc, one location",2025-05-09
2025-05-11,Rope,1948,https://boxd.it/9F3AnR,3.5,,"40s, technicolor, good acting, so much fun, they matched each other's freak, hey that's the name of the movie, murder mystery, one day",2025-05-10
2025-05-11,Sinners,2025,https://boxd.it/9FeIl7,4.5,,"2020s, good acting, so much fun, good score, good soundtrack, needs a rewatch, theater, w/ jill, hey that's the name of the movie, vampires, one day",2025-05-10
2025-05-15,Ghost Dog: The Way of the Samurai,1999,https://boxd.it/9HshXz,4,,"90s, '95 - '05, so much fun, good dialogue, beautiful, good acting, criterion collection, good score, good soundtrack, needs a rewatch, bechdel fail, feeling seen, top2025, hitman, mafia movie",2025-05-14
2025-05-18,Dog Day Afternoon,1975,https://boxd.it/9Jag33,4.5,,"70s, best screenplay winner, national film registry, beautiful, good acting, good cinematography, so much fun, good dialogue, incredible performance, good editing, cops, heist movie, one day, nyc",2025-05-17
2025-05-19,"Paris, Texas",1984,https://boxd.it/9JH0Wx,5,,"80s, janus films, criterion collection, palme d'or winner, color grading perfection, bechdel fail, beautiful, good acting, good cinematography, good dialogue, incredible performance, needs a rewatch, hey that's the name of the movie",2025-05-18
2025-05-19,Orlando,1992,https://boxd.it/9JRidF,3.5,,"90s, female writer, female director, !american, notable fourth wall break, time travel, hey that's the name of the movie, idk how to rate this, good for her",2025-05-18
2025-05-22,Kiki's Delivery Service,1989,https://boxd.it/9Lx1OH,4,Yes,"80s, '85 - '95, beautiful, !american, good score, theater, hey that's the name of the movie, malleus maleficarum",2025-05-21
2025-05-23,Funeral Parade of Roses,1969,https://boxd.it/9M199R,4,,"60s, b&w, !in english, !american, smoke a j first, good cinematography, needs a rewatch, idk how to rate this, good editing",2025-05-22
2025-05-25,House,1977,https://boxd.it/9Nqazl,4,Yes,"theater, 35mm, roxie, w/ jill, fabulous title card",2025-05-24
2025-05-27,Vertigo,1958,https://boxd.it/9OQanv,4.5,Yes,"50s, technicolor, national film registry, bechdel fail, beautiful, good cinematography, good styling, good dialogue, w/ jill, theater, balboa theater, cops, color grading perfection, suspicious wig work, murder mystery, bay area mentioned, fabulous title card",2025-05-26
2025-05-31,Ted,2012,https://boxd.it/9RdR1V,3.5,,"smoke a j first, 2010s, w/ sascha, massholes, woad",2025-05-29
2025-06-02,All That Jazz,1979,https://boxd.it/9SA09n,5,,"70s, palme d'or winner, beautiful, good cinematography, good styling, criterion collection, gay halloween, good score, national film registry, needs a rewatch, good editing, best costume design winner, best art direction winner, best original score winner, best editing winner, color grading perfection, nyc",2025-06-01
2025-06-06,Shutter Island,2010,https://boxd.it/9Uzgpn,4.5,,"2010s, incredible performance, needs a rewatch, good soundtrack, good editing, dubious accents, good score, good cinematography, w/ sascha, female writer, massholes, dead wife montage, woad",2025-06-05
2025-06-10,Barbarella,1968,https://boxd.it/9XuvdD,3,,"60s, cunt classic, !american, smoke a j first, beautiful, good styling, so much fun, gay halloween, camp, hey that's the name of the movie, idk how to rate this, space",2025-06-09
2025-06-14,Detention,2011,https://boxd.it/9ZPPnX,1.5,,2010s,2025-06-13
2025-06-30,"The Good, the Bad and the Ugly",1966,https://boxd.it/aauqqp,4.5,,"60s, !american, technicolor, bechdel fail, western, beautiful, good cinematography, good acting, good score, nineteenth century",2025-06-29
2025-07-02,M3GAN,2022,https://boxd.it/abx3wT,2.5,,"2020s, hey that's the name of the movie, perspicacious and prescient, boots the house diva fierciosity, female writer",2025-07-01
2025-07-04,Burn After Reading,2008,https://boxd.it/acU6M1,3.5,,"2000s, coen brothers, so much fun, good acting, good styling, good cinematography, good dialogue, bechdel fail, i love my dad",2025-07-03
2025-07-04,Ma,2019,https://boxd.it/ad44SV,1.5,,"2010s, boots the house diva fierciosity, suspicious wig work, smoke a j first, good for her, hey that's the name of the movie, w/ emily",2025-07-03
2025-07-05,Do the Right Thing,1989,https://boxd.it/adr347,5,,"80s, beautiful, good cinematography, good styling, good dialogue, criterion collection, national film registry, every frame a painting, color grading perfection, perspicacious and prescient, notable fourth wall break, one day, nyc",2025-07-04
2025-07-06,Mission: Impossible II,2000,https://boxd.it/aemDfJ,2,,"2000s, spy movie, bechdel fail, mission: impossible",2025-07-05
2025-07-07,Shaun of the Dead,2004,https://boxd.it/afdtXx,5,Yes,"2000s, '95 - '05, good cinematography, good acting, so much fun, good dialogue, smoke a j first, !american, nostalgic <3, i love my dad, zombies, directorial debut",2025-07-06
2025-07-18,M3GAN 2.0,2025,https://boxd.it/ant1Fz,1.5,,"2020s, bay area mentioned",2025-07-17
2025-07-25,The Godfather,1972,https://boxd.it/asyILl,4.5,,"70s, national film registry, best screenplay winner, best picture winner, best actor winner, good cinematography, good acting, good styling, good dialogue, needs a rewatch, bechdel fail, watched in santa barbara, mafia movie, symbolism central, revenge, nyc",2025-07-23
2025-07-25,Donnie Darko,2001,https://boxd.it/at5P1P,4,,"2000s, directorial debut, good soundtrack, time travel, hey that's the name of the movie, watched in santa barbara",2025-07-24
2025-07-27,The Phoenician Scheme,2025,https://boxd.it/auJcvF,3.5,,"2020s, watched in santa barbara, w/ briana, good cinematography, beautiful, good styling, good acting, good editing",2025-07-26
2025-07-28,Amadeus,1984,https://boxd.it/avIIlf,4,,"80s, national film registry, best costume design winner, best picture winner, best director winner, best art direction winner, best sound winner, best makeup/hair styling winner, watched in santa barbara, eighteenth century",2025-07-27
2025-07-29,The Godfather Part II,1974,https://boxd.it/awismj,4.5,,"70s, national film registry, watched in santa barbara, best picture winner, best director winner, best supporting actor winner, best screenplay winner, best art direction winner, mafia movie, good cinematography, good acting, incredible performance, needs a rewatch, bechdel fail, symbolism central, nyc",2025-07-28
2025-07-29,Gladiator,2000,https://boxd.it/awCTc1,4,,"2000s, best picture winner, best actor winner, best costume design winner, best sound winner, watched in santa barbara, hey that's the name of the movie, bechdel fail, they matched each other's freak, revenge, dead wife montage",2025-07-28
